2025-12-29 12:51:03 | DEBUG    | src.services.framework.service_registry            | Registered: AddLinkedSourcesTask
2025-12-29 12:51:08 | DEBUG    | src.services.framework.service_registry            | Registered: AffiliateLinkerTask
2025-12-29 12:51:08 | DEBUG    | src.services.framework.service_registry            | Registered: AffiliateLinkAdderTask
2025-12-29 12:51:08 | DEBUG    | src.services.framework.service_registry            | Registered: AmazonLinkRemoverTask
2025-12-29 12:51:08 | DEBUG    | src.services.framework.service_registry            | Registered: ArticleCacheTask
2025-12-29 12:51:08 | DEBUG    | src.services.framework.service_registry            | Registered: ArticleConceptDefiner
2025-12-29 12:51:08 | DEBUG    | src.services.framework.service_registry            | Registered: ArticleContentGenerator
2025-12-29 12:51:08 | DEBUG    | src.services.framework.service_registry            | Registered: ArticleReviewer
2025-12-29 12:51:08 | DEBUG    | src.services.framework.service_registry            | Registered: ArticleReviser
2025-12-29 12:51:08 | DEBUG    | src.services.framework.service_registry            | Registered: ArticleStrategyPlanner
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: BlogContextResolverTask
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: BlogContextUpdaterTask
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: BlogSelectorTask
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: BlogSelectorTaskV2
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: ChatHistoryManager
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: ClearGeminiMode
2025-12-29 12:51:10 | INFO     | src.services.multi_channel_line_manager            | [登録] chanmotocaffe (ID: 2006378351)
2025-12-29 12:51:10 | INFO     | src.services.multi_channel_line_manager            | [登録] FX Channel Bot (ID: 2007594340)
2025-12-29 12:51:10 | INFO     | src.services.multi_channel_line_manager            | [登録] lang (ID: 2007819423)
2025-12-29 12:51:10 | INFO     | src.services.multi_channel_line_manager            | 合計 3 チャンネル登録
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: CommandParserTask
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: ConditionalBranchTask
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: ConsoleNotifier
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: DatabaseFetcher
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: DraftPersister
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: FactChecker
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: FinalizePostTask
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: FinalArticleEnricher
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: FinalFactCleanupTask
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: GeminiChatResponder
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: GeminiChatResponder
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: GeminiReset
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: HatenaPublisher
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: LineChatReplyTask
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: LineNotifier
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: LineNotifier
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: LinkValidatorTask
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: LocalPublisher
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: MinimalThumbnailPreparer
2025-12-29 12:51:10 | DEBUG    | src.services.framework.service_registry            | Registered: NotePost
2025-12-29 12:51:18 | DEBUG    | src.services.framework.service_registry            | Registered: ParagraphExtractor
2025-12-29 12:51:18 | DEBUG    | src.services.framework.service_registry            | Registered: PassthroughTask
2025-12-29 12:51:18 | DEBUG    | src.services.framework.service_registry            | Registered: PressImageIcon
2025-12-29 12:51:19 | DEBUG    | src.services.framework.service_registry            | Registered: PromptPreparer
2025-12-29 12:51:19 | DEBUG    | src.services.framework.service_registry            | Registered: RagSimilarArticlesFetcher
2025-12-29 12:51:19 | DEBUG    | src.services.framework.service_registry            | Registered: RagUpdater
2025-12-29 12:51:19 | DEBUG    | src.services.framework.service_registry            | Registered: RepostContextPreparerTask
2025-12-29 12:51:19 | DEBUG    | src.services.framework.service_registry            | Registered: RepostModeCheckerTask
2025-12-29 12:51:19 | DEBUG    | src.services.framework.service_registry            | Registered: StatusUpdater
2025-12-29 12:51:19 | DEBUG    | src.services.framework.service_registry            | Registered: StructuredArticleGeneratorTask
2025-12-29 12:51:19 | DEBUG    | src.services.framework.service_registry            | Registered: StructuredDataLoaderTask
2025-12-29 12:51:19 | DEBUG    | src.services.framework.service_registry            | Registered: StyleMemoryBuilder
2025-12-29 12:51:19 | DEBUG    | src.services.framework.service_registry            | Registered: ThumbnailGenerator
